label,z,y,x,frame,particle,type
34,12.64126984126984,1058.6730158730159,367.3746031746032,0,33,pred
35,10.134736842105264,22.905263157894737,394.5621052631579,0,34,pred
36,11.230027548209366,1334.5399449035813,398.07575757575756,0,35,pred
37,24.744274809160306,972.1335877862596,449.0687022900763,0,36,pred
38,25.990950226244344,971.0113122171946,453.7782805429864,0,37,pred
39,10.311965811965813,452.982905982906,460.5897435897436,0,38,pred
40,10.186046511627907,455.06976744186045,466.2906976744186,0,39,pred
41,10.695714285714285,1163.2485714285715,476.1171428571429,0,40,pred
42,11.586538461538462,369.23397435897436,481.24839743589746,0,41,pred
43,10.175757575757576,154.9439393939394,485.7060606060606,0,42,pred
44,17.940803382663848,369.8971106412967,508.646229739253,0,43,pred
45,11.963546798029556,31.6679802955665,511.9339901477833,0,44,pred
46,15.03054298642534,875.618778280543,512.0022624434389,0,45,pred
47,10.682004930156122,1228.30566967954,514.6121610517666,0,46,pred
48,12.162064825930372,688.7322929171669,553.2016806722689,0,47,pred
49,10.5625,1120.157327586207,612.9396551724138,0,48,pred
50,11.993103448275862,798.7655172413793,657.4689655172414,0,49,pred
51,10.861702127659575,1212.9716312056737,662.8652482269504,0,50,pred
52,15.907676348547717,745.2147302904565,678.0394190871369,0,51,pred
53,9.83406113537118,202.25764192139738,678.5786026200873,0,52,pred
54,12.263906856403622,423.9055627425615,682.5122897800776,0,53,pred
55,12.41029900332226,1043.0714285714287,704.4269102990033,0,54,pred
56,12.178674351585014,418.9020172910663,726.8472622478387,0,55,pred
57,10.82767857142857,85.81339285714286,736.7035714285714,0,56,pred
58,10.266260162601625,241.3272357723577,740.5589430894308,0,57,pred
59,20.023598820058996,1011.4690265486726,746.7109144542773,0,58,pred
60,11.112359550561798,431.564606741573,757.9044943820224,0,59,pred
61,26.06576728499157,414.8043844856661,757.5817875210793,0,60,pred
62,9.294943820224718,511.39606741573033,762.1460674157304,0,61,pred
63,9.804746494066883,508.9277238403452,773.319309600863,0,62,pred
64,11.024886877828054,512.5113122171946,780.3642533936652,0,63,pred
65,12.150943396226415,515.6297169811321,786.5966981132076,0,64,pred
66,11.311216429699842,1046.6666666666667,789.1990521327015,0,65,pred
67,12.608414239482201,869.1003236245955,859.8932038834952,0,66,pred
68,13.583173996175908,1239.7323135755257,862.2581261950287,0,67,pred
69,10.722735674676525,840.1589648798521,865.5489833641404,0,68,pred
70,18.608028335301064,959.2349468713105,880.1298701298701,0,69,pred
71,10.1256038647343,667.2479871175524,882.0370370370371,0,70,pred
72,11.137096774193548,976.5766129032259,903.3306451612904,0,71,pred
73,10.546146527117031,137.3235014272122,926.2664129400571,0,72,pred
74,11.479166666666666,147.97333333333333,941.2883333333333,0,73,pred
75,11.81651376146789,783.925194071983,944.1270289343684,0,74,pred
76,12.540834845735027,1229.8905021173623,944.253478523896,0,75,pred
77,15.11871227364185,580.6368209255534,951.2857142857143,0,76,pred
78,12.170068027210885,1238.795918367347,952.1190476190476,0,77,pred
79,12.58838383838384,1249.4242424242425,955.6186868686868,0,78,pred
80,12.192907801418439,1245.882269503546,962.4624113475178,0,79,pred
81,21.84713375796178,1047.2208067940553,967.4384288747347,0,80,pred
82,10.252559726962458,1146.7064846416383,976.8941979522184,0,81,pred
83,16.652716593245227,1291.0293685756242,981.2268722466961,0,82,pred
84,11.0125,27.15714285714286,989.7142857142857,0,83,pred
85,17.790186125211505,1255.7038917089678,992.0236886632825,0,84,pred
86,20.686746987951807,438.7128514056225,1004.2871485943775,0,85,pred
87,10.610505450941526,941.8017839444994,1008.7254707631319,0,86,pred
88,20.748451053283766,858.454770755886,1032.7162329615862,0,87,pred
89,19.400460299194478,954.9056386651323,1041.9240506329113,0,88,pred
90,16.154664484451718,874.0916530278232,1046.4353518821604,0,89,pred
91,16.192182410423452,884.4951140065147,1046.413680781759,0,90,pred
92,15.93840579710145,867.0615942028985,1051.6340579710145,0,91,pred
93,21.37550471063257,1043.5733512786003,1055.6742934051144,0,92,pred
94,10.511111111111111,764.2,1063.3285714285714,0,93,pred
95,10.095238095238095,726.9761904761905,1069.4238095238095,0,94,pred
96,10.32171581769437,732.4423592493298,1071.514745308311,0,95,pred
97,21.751923076923077,294.01153846153846,1076.173076923077,0,96,pred
98,10.408163265306122,1009.4105642256902,1092.9147659063626,0,97,pred
99,13.998609179415855,75.115438108484,1095.4784422809457,0,98,pred
100,29.181229773462782,1204.8058252427184,1094.8996763754046,0,99,pred
101,10.951440329218107,474.2098765432099,1096.19670781893,0,100,pred
102,11.276944065484312,777.3137789904503,1127.4829467939974,0,101,pred
103,11.00164744645799,104.0840197693575,1129.0494233937397,0,102,pred
104,11.696911196911197,105.72200772200772,1135.8301158301158,0,103,pred
105,11.232189973614776,810.8786279683377,1167.4881266490765,0,104,pred
106,11.584615384615384,809.3466666666667,1175.9733333333334,0,105,pred
107,19.501706484641637,552.1740614334472,1180.566552901024,0,106,pred
108,21.166212534059945,558.2688465031789,1179.6766575840145,0,107,pred
109,18.670829616413915,957.7983942908118,1187.2399643175736,0,108,pred
110,20.809729729729728,561.827027027027,1187.5783783783784,0,109,pred
111,14.949263502454992,179.8870703764321,1191.3322422258593,0,110,pred
112,17.05811623246493,782.0040080160321,1193.248496993988,0,111,pred
113,19.155555555555555,1191.7288888888888,1207.128888888889,0,112,pred
114,15.2,230.731884057971,1215.3,0,113,pred
115,16.410358565737052,942.7211155378486,1217.5876494023905,0,114,pred
116,26.70622568093385,170.37548638132296,1228.4241245136186,0,115,pred
117,18.284263959390863,125.69289340101523,1229.6345177664975,0,116,pred
118,10.46933962264151,239.53419811320754,1235.4811320754718,0,117,pred
119,12.344525547445256,1153.94598540146,1249.3883211678833,0,118,pred
120,10.753699788583509,960.0507399577167,1261.4471458773785,0,119,pred
121,12.044554455445544,142.65346534653466,1284.4158415841584,0,120,pred
122,10.436936936936936,121.47597597597597,1295.2237237237237,0,121,pred
123,15.206657420249654,630.2080443828016,1296.3273231622745,0,122,pred
124,10.222222222222221,602.9817578772803,1301.200663349917,0,123,pred
125,24.46182917611489,760.912320483749,1302.843537414966,0,124,pred
126,10.671936758893281,196.91699604743084,1329.810276679842,0,125,pred
127,21.65546218487395,773.2521008403361,1336.079831932773,0,126,pred
128,21.382636655948552,767.8488745980708,1339.7749196141478,0,127,pred
1,9.483529411764707,198.8129411764706,17.161176470588234,1,0,pred
2,12.32762312633833,1259.8351177730192,25.2762312633833,1,1,pred
3,10.136781609195403,721.480459770115,29.098850574712642,1,2,pred
4,10.290393013100436,191.264192139738,35.698689956331876,1,3,pred
5,10.139310344827587,470.8013793103448,59.430344827586204,1,4,pred
6,30.59758064516129,590.6516129032258,72.69516129032257,1,5,pred
7,21.626050420168067,480.7352941176471,76.34033613445378,1,6,pred
8,9.847025495750708,292.63172804532576,80.25212464589235,1,7,pred
9,9.92524682651622,557.6121297602257,87.68265162200282,1,8,pred
10,9.529187817258883,244.73096446700507,91.80710659898477,1,9,pred
11,12.038679245283019,678.8990566037736,94.37358490566038,1,10,pred
12,29.009564293304994,1013.7757704569607,113.08395324123273,1,11,pred
13,10.245412844036696,446.4449541284404,120.62308868501529,1,12,pred
14,24.291666666666668,584.41875,125.04583333333333,1,13,pred
15,9.777464788732395,419.7887323943662,159.3549295774648,1,128,pred
16,9.549295774647888,414.4788732394366,160.87793427230048,1,15,pred
17,19.196245733788395,696.3191126279863,164.05119453924914,1,16,pred
18,20.680906713164777,18.36268526591107,181.93286835222318,1,17,pred
19,9.93233082706767,399.16541353383457,194.29908103592314,1,18,pred
20,11.140845070422536,742.3145539906103,199.14084507042253,1,19,pred
21,29.748031496062993,915.2992125984252,199.27716535433072,1,20,pred
22,11.5,691.6242857142857,200.8242857142857,1,21,pred
23,33.758389261744966,646.8422818791946,215.34228187919464,1,24,pred
24,12.923076923076923,535.5608974358975,255.36378205128204,1,25,pred
25,11.875647668393782,387.5077720207254,305.700222057735,1,27,pred
26,10.124183006535947,861.7712418300654,306.07516339869284,1,28,pred
27,27.078380706287682,1062.0783807062876,318.46080964685615,1,29,pred
28,10.881196581196582,116.76324786324787,334.0803418803419,1,30,pred
29,10.720608575380359,693.0525587828492,336.08852005532503,1,129,pred
30,11.864433811802233,599.9250398724083,361.46570972886764,1,32,pred
31,11.304791029561672,510.1666666666667,362.4464831804281,1,31,pred
32,12.545112781954888,1057.96992481203,365.94736842105266,1,33,pred
33,9.74730021598272,24.481641468682504,394.1727861771058,1,34,pred
34,11.347354138398915,1334.4341926729987,397.3609226594301,1,35,pred
35,19.321428571428573,211.95535714285714,444.48660714285717,1,130,pred
36,19.837962962962962,206.73611111111111,445.5740740740741,1,131,pred
37,25.508795669824085,971.2611637347767,451.51826792963465,1,37,pred
38,10.201086956521738,455.61141304347825,460.8641304347826,1,38,pred
39,10.734417344173442,1163.4715447154472,475.9024390243902,1,40,pred
40,11.694545454545455,373.03636363636366,481.3454545454546,1,132,pred
41,11.27659574468085,368.4468085106383,483.3872340425532,1,41,pred
42,10.101426307448495,155.92868462757528,486.5863708399366,1,42,pred
43,17.85199738048461,370.84741322855274,509.6738703339882,1,43,pred
44,14.969298245614034,877.1754385964912,512.3508771929825,1,45,pred
45,11.862487360970677,32.51668351870576,512.9696663296259,1,44,pred
46,10.636514522821576,1228.2016597510374,514.7435684647303,1,46,pred
47,10.58148893360161,1120.17907444668,612.8772635814889,1,48,pred
48,10.791044776119403,1212.9738805970148,662.8768656716418,1,50,pred
49,15.89081081081081,746.7124324324325,678.4367567567567,1,51,pred
50,9.735119047619047,203.54464285714286,679.639880952381,1,52,pred
51,12.315242494226329,424.8868360277136,683.6928406466512,1,53,pred
52,15.494252873563218,401.1681034482759,700.2327586206897,1,135,pred
53,10.78169014084507,870.7359154929577,700.1161971830986,1,133,pred
54,12.314741035856574,1043.304780876494,704.1613545816733,1,54,pred
55,12.420265780730897,418.4667774086379,728.9867109634552,1,55,pred
56,10.768911055694097,86.78969243557772,737.6608478802992,1,56,pred
57,9.825396825396826,242.54920634920634,741.5015873015873,1,57,pred
58,10.507317073170732,391.8341463414634,744.3853658536585,1,134,pred
59,19.997032640949556,1011.4451038575668,746.8100890207716,1,58,pred
60,26.145522388059703,417.18283582089555,756.6865671641791,1,59,pred
61,26.20066889632107,413.7926421404682,760.6086956521739,1,60,pred
62,9.644041041831096,510.9100236779795,770.4751381215469,1,62,pred
63,10.972803347280335,513.6987447698745,780.5899581589958,1,63,pred
64,12.151699029126213,516.5958737864078,787.1189320388349,1,64,pred
65,11.313001605136437,1046.5746388443017,789.3049759229534,1,65,pred
66,13.004504504504505,868.7477477477478,858.8018018018018,1,66,pred
67,13.318811881188118,870.0792079207921,864.6356435643564,1,136,pred
68,13.646,1239.592,862.38,1,67,pred
69,11.063752276867032,841.4462659380692,866.6010928961749,1,68,pred
70,10.187908496732026,668.6209150326797,882.1781045751634,1,70,pred
71,18.6,959.0775280898877,880.347191011236,1,69,pred
72,11.092879256965944,976.2662538699691,904.3529411764706,1,71,pred
73,10.351539225422046,138.22442899702085,926.0278053624628,1,72,pred
74,9.814229249011857,797.296442687747,940.6719367588933,1,137,pred
75,11.393470790378007,149.17611683848799,941.069587628866,1,73,pred
76,11.723554301833568,784.910437235543,943.9985895627644,1,74,pred
77,12.477945619335348,1229.7921450151057,944.5299093655589,1,75,pred
78,15.141,582.093,951.063,1,76,pred
79,11.954225352112676,1239.3133802816901,952.2535211267606,1,77,pred
80,12.280408542246983,1247.0389972144847,960.5125348189415,1,79,pred
81,21.826821541710665,1047.105596620908,967.948257655755,1,80,pred
82,10.195876288659793,1146.6975945017182,977.4020618556701,1,81,pred
83,16.64891975308642,1290.8711419753085,981.7993827160494,1,82,pred
84,10.99490662139219,27.91001697792869,989.5874363327674,1,83,pred
85,35.65853658536585,398.36856368563684,990.319783197832,1,138,pred
86,17.674961119751167,1255.5629860031104,992.1384136858476,1,84,pred
87,13.050387596899224,920.5542635658915,999.3914728682171,1,139,pred
88,20.665467625899282,439.65287769784175,1004.0197841726618,1,85,pred
89,10.524772497472194,941.7482305358949,1009.2345803842265,1,86,pred
90,20.506781750924784,859.6103575832306,1032.3970406905055,1,87,pred
91,19.386150234741784,954.8485915492957,1042.4272300469484,1,88,pred
92,16.08606557377049,877.75956284153,1045.9583333333333,1,89,pred
93,15.793785310734464,868.1016949152543,1050.6214689265537,1,91,pred
94,21.373113854595335,1043.471879286694,1056.1234567901236,1,92,pred
95,10.592267135325132,765.5641476274166,1062.762741652021,1,93,pred
96,10.156017830609212,731.4234769687964,1069.8677563150075,1,95,pred
97,21.754128440366973,294.8440366972477,1076.1724770642202,1,96,pred
98,10.475524475524475,1009.2878787878788,1093.2377622377621,1,97,pred
99,13.84366576819407,76.11994609164421,1095.4797843665767,1,98,pred
100,29.04861111111111,1204.7569444444443,1095.298611111111,1,99,pred
101,10.922887612797375,475.5315832649713,1095.9433962264152,1,100,pred
102,11.224271844660194,106.02427184466019,1131.6417475728156,1,102,pred
103,10.91010101010101,777.3959595959597,1127.6141414141414,1,101,pred
104,11.454819277108435,810.35140562249,1172.3212851405622,1,105,pred
105,20.755152807391614,559.2814498933902,1182.8017057569296,1,107,pred
106,18.62543859649123,957.7429824561403,1187.6263157894737,1,108,pred
107,14.967136150234742,180.89358372456965,1191.2394366197184,1,110,pred
108,16.714922048997774,783.3162583518931,1193.0890868596882,1,111,pred
109,19.191666666666666,1191.7291666666667,1207.3333333333333,1,112,pred
110,15.26149802890933,231.45860709592642,1215.323258869908,1,113,pred
111,16.425619834710744,942.5041322314049,1218.1198347107438,1,114,pred
112,26.854545454545455,171.1685950413223,1227.892561983471,1,115,pred
113,17.963636363636365,126.32121212121213,1229.1878787878788,1,116,pred
114,10.32496307237814,240.8714918759232,1235.2245199409158,1,117,pred
115,12.349529780564263,1154.0548589341693,1249.8934169278996,1,118,pred
116,10.71822033898305,959.9925847457627,1262.344279661017,1,119,pred
117,11.891752577319588,146.1262886597938,1283.7242268041236,1,140,pred
118,12.207171314741036,140.80478087649402,1284.98406374502,1,120,pred
119,10.407960199004975,121.94527363184079,1294.8258706467661,1,121,pred
120,15.237086092715233,631.517880794702,1296.2490066225166,1,122,pred
121,10.387755102040817,606.3968253968254,1301.7369614512472,1,123,pred
122,24.330420969023034,763.1588562351072,1302.5869737887213,1,124,pred
123,10.514492753623188,197.76231884057972,1329.749275362319,1,125,pred
124,21.514563106796118,771.8349514563107,1338.2621359223301,1,126,pred
1,9.56876456876457,199.0174825174825,17.2016317016317,2,0,pred
2,12.415584415584416,1259.9848484848485,25.666666666666668,2,1,pred
3,10.258503401360544,721.7925170068028,29.431972789115648,2,2,pred
4,10.544910179640718,191.3193612774451,35.82834331337325,2,3,pred
5,10.144356955380577,470.9475065616798,59.5485564304462,2,4,pred
6,30.669303797468356,590.9960443037975,72.93433544303798,2,5,pred
7,21.911392405063292,480.9620253164557,76.73417721518987,2,6,pred
8,9.96398891966759,292.64542936288086,80.28808864265928,2,7,pred
9,9.967523680649526,557.9336941813261,87.65764546684709,2,8,pred
10,9.461180124223603,245.0326086956522,91.6583850931677,2,9,pred
11,12.121381886087768,679.047619047619,94.72175536881419,2,10,pred
12,28.984832069339113,1013.9599133261105,113.35427952329361,2,11,pred
13,10.44166070150322,446.4552612741589,120.50966356478168,2,12,pred
14,24.50418410041841,584.5543933054394,125.31171548117155,2,13,pred
15,9.932944606413994,419.8338192419825,159.49562682215745,2,128,pred
16,9.786259541984732,414.32442748091603,160.45419847328245,2,15,pred
17,19.427586206896553,696.6241379310345,164.3706896551724,2,16,pred
18,20.791208791208792,17.835164835164836,177.82051282051282,2,141,pred
19,20.8042071197411,18.676375404530745,185.61974110032364,2,17,pred
20,10.110190555095278,399.1275890637945,194.28086164043083,2,18,pred
21,11.871559633027523,688.5183486238532,198.63761467889907,2,142,pred
22,11.231707317073171,742.6219512195122,199.239837398374,2,19,pred
23,29.74750356633381,915.3566333808844,199.5049928673324,2,20,pred
24,11.418867924528302,693.5207547169812,202.25849056603772,2,21,pred
25,33.84759916492693,645.6304801670146,216.3382045929019,2,24,pred
26,13.138111888111888,535.9947552447552,255.55244755244755,2,25,pred
27,10.082089552238806,1329.0932835820895,274.6529850746269,2,143,pred
28,11.945558739255015,387.39541547277935,305.7428366762178,2,27,pred
29,27.042749371332775,1062.2271584241407,318.7183570829841,2,29,pred
30,10.992160278745645,117.04529616724739,334.12891986062715,2,30,pred
31,10.913279132791327,693.569105691057,336.30352303523034,2,129,pred
32,11.133333333333333,109.83174603174604,336.215873015873,2,144,pred
33,11.955484896661368,600.1494435612083,361.86804451510335,2,32,pred
34,11.467452588416197,510.52742183495644,362.86212198872374,2,31,pred
35,11.78525641025641,1065.8461538461538,365.5352564102564,2,145,pred
36,13.054794520547945,1058.5433789954338,368.53881278538813,2,33,pred
37,9.838852097130243,24.403973509933774,394.10154525386315,2,34,pred
38,11.299867899603699,1334.5138705416116,397.6525759577279,2,35,pred
39,25.393026941362915,971.4754358161648,451.26941362916006,2,37,pred
40,10.223484848484848,455.5871212121212,460.68939393939394,2,38,pred
41,9.851694915254237,1167.2838983050847,473.6694915254237,2,146,pred
42,10.734006734006734,1159.7373737373737,475.2828282828283,2,40,pred
43,11.619047619047619,370.11587301587304,481.0809523809524,2,41,pred
44,10.147812971342383,155.6817496229261,485.81900452488685,2,42,pred
45,17.874432677760968,370.2768532526475,508.8872919818457,2,43,pred
46,11.968451242829827,32.377629063097515,511.80305927342255,2,44,pred
47,15.104052573932092,877.5432639649507,512.0087623220153,2,45,pred
48,10.715654952076678,1228.314696485623,513.3841853035144,2,46,pred
49,12.366666666666667,691.4966666666667,552.8466666666667,2,147,pred
50,10.657894736842104,1119.969298245614,612.7368421052631,2,48,pred
51,15.965921192758254,747.0851970181044,678.0095846645368,2,51,pred
52,9.954887218045112,203.11278195488723,678.7268170426065,2,52,pred
53,12.390588235294118,424.8435294117647,682.4552941176471,2,53,pred
54,11.019157088122606,871.0727969348659,700.095785440613,2,133,pred
55,12.452254641909814,1042.9124668435013,703.787798408488,2,54,pred
56,12.405186385737439,418.40194489465154,727.7131280388979,2,55,pred
57,10.884720951509607,86.34583714547118,736.8225068618481,2,56,pred
58,11.451612903225806,1202.7182795698925,737.2301075268817,2,148,pred
59,10.140161725067385,243.088948787062,740.7574123989218,2,57,pred
60,19.755162241887906,1011.5398230088496,745.3539823008849,2,58,pred
61,26.078859060402685,415.248322147651,757.4546979865772,2,59,pred
62,9.77608695652174,510.5032608695652,772.4858695652174,2,62,pred
63,11.119791666666666,513.2604166666666,779.8072916666666,2,63,pred
64,12.20042194092827,516.75,786.282700421941,2,64,pred
65,11.5108153078203,1046.7221297836938,788.0282861896839,2,65,pred
66,13.587890625,1239.462890625,860.59375,2,67,pred
67,13.224787363304982,869.4459295261239,862.2539489671932,2,136,pred
68,11.356736242884251,841.4098671726755,865.9278937381404,2,68,pred
69,18.64885496183206,959.2311886586696,878.8691384950927,2,69,pred
70,10.306759098786829,668.9601386481802,881.7192374350087,2,70,pred
71,11.908839779005525,977.932320441989,904.3867403314918,2,71,pred
72,10.410891089108912,137.9,924.8643564356436,2,72,pred
73,10.61609907120743,796.6284829721362,939.7739938080496,2,137,pred
74,11.45020920502092,148.8326359832636,939.9899581589958,2,73,pred
75,11.869726128793486,784.9948186528497,943.4529977794226,2,74,pred
76,12.120551090700344,1229.0,940.2904707233065,2,150,pred
77,13.07808564231738,1230.566750629723,947.3224181360201,2,75,pred
78,10.027355623100304,444.78115501519756,948.4224924012158,2,149,pred
79,11.99498746867168,1238.4786967418547,951.0501253132832,2,77,pred
80,15.366511627906977,582.3544186046512,950.04,2,76,pred
81,12.241252302025783,1247.0718232044198,959.9290976058932,2,79,pred
82,21.865062761506277,1047.1495815899582,967.1569037656903,2,80,pred
83,10.199261992619926,1146.7084870848707,976.4059040590406,2,81,pred
84,16.75280059746079,1290.873786407767,980.7147124719941,2,82,pred
85,11.01707779886148,27.590132827324478,988.6110056925996,2,83,pred
86,35.84863523573201,397.92803970223326,989.1240694789082,2,138,pred
87,17.966507177033492,1255.891547049442,991.8022328548644,2,84,pred
88,20.84476534296029,439.51263537906135,1003.1480144404333,2,85,pred
89,10.665346534653466,941.8118811881188,1008.4811881188119,2,86,pred
90,20.62402088772846,859.8563968668408,1031.4595300261096,2,87,pred
91,19.466139954853272,954.8521444695259,1041.6896162528217,2,88,pred
92,16.223655913978494,876.0155913978494,1046.151612903226,2,89,pred
93,21.377837116154872,1043.5407209612817,1055.4846461949267,2,92,pred
94,10.826984126984128,765.984126984127,1062.0126984126985,2,93,pred
95,10.431941923774955,730.7858439201452,1068.540834845735,2,95,pred
96,22.026615969581748,294.88783269961976,1075.0684410646388,2,96,pred
97,10.502403846153847,1009.3822115384615,1092.7860576923076,2,97,pred
98,14.013812154696133,75.93922651933701,1094.2776243093922,2,98,pred
99,29.176470588235293,1204.8513931888544,1094.486068111455,2,99,pred
100,10.947194719471947,475.6014851485148,1095.3498349834983,2,100,pred
101,11.038785834738617,105.31028667790893,1127.58347386172,2,151,pred
102,11.132142857142858,777.1758928571429,1126.975,2,101,pred
103,11.842650103519668,106.2111801242236,1134.7867494824015,2,102,pred
104,10.483985765124554,690.540925266904,1164.2669039145908,2,152,pred
105,11.146179401993356,811.624584717608,1166.2956810631229,2,154,pred
106,11.993399339933994,809.7623762376238,1173.4884488448845,2,105,pred
107,20.774813895781637,557.3722084367246,1178.6916873449131,2,107,pred
108,18.673561151079138,957.7284172661871,1187.1196043165467,2,108,pred
109,21.223529411764705,562.3529411764706,1186.4302521008403,2,153,pred
110,15.006349206349206,180.74761904761905,1190.247619047619,2,110,pred
111,17.039447731755423,783.214990138067,1192.0828402366865,2,111,pred
112,19.175213675213676,1191.6880341880342,1206.8675213675215,2,112,pred
113,15.36245110821382,231.27118644067798,1214.529335071708,2,113,pred
114,16.422700587084147,942.7240704500979,1217.4324853228964,2,114,pred
115,26.932173913043478,171.0486956521739,1226.7008695652173,2,115,pred
116,10.49577804583836,240.270205066345,1234.4330518697225,2,117,pred
117,12.4178674351585,1153.9596541786743,1249.2449567723343,2,118,pred
118,10.77991452991453,960.1271367521367,1261.3899572649573,2,119,pred
119,12.062330623306233,143.8929539295393,1283.0,2,140,pred
120,17.47345132743363,1150.1814159292035,1286.0486725663716,2,156,pred
121,18.072033898305083,1155.2754237288136,1288.2203389830509,2,155,pred
122,10.53631284916201,121.63500931098696,1293.340782122905,2,121,pred
123,15.331428571428571,631.75,1295.49,2,122,pred
124,24.420661157024792,763.1809917355372,1301.0611570247934,2,124,pred
125,10.27659574468085,607.0673758865248,1300.840425531915,2,123,pred
126,10.674785100286533,197.6676217765043,1328.7965616045844,2,125,pred
127,21.828451882845187,775.2343096234309,1334.6359832635983,2,157,pred
128,21.71864406779661,770.0271186440677,1338.9254237288135,2,126,pred
1,9.360655737704919,199.20765027322403,17.34207650273224,3,0,pred
2,12.224358974358974,1259.8974358974358,26.299145299145298,3,1,pred
3,9.93804213135068,722.9268897149938,29.96530359355638,3,2,pred
4,9.935714285714285,564.7107142857143,29.492857142857144,3,158,pred
5,10.295955882352942,191.69669117647058,36.21875,3,3,pred
6,9.712530712530713,471.73955773955777,60.002457002457,3,4,pred
7,30.3584142394822,591.9724919093851,73.49271844660194,3,5,pred
8,21.820689655172412,482.02758620689656,77.07241379310345,3,6,pred
9,9.609826589595375,293.28323699421964,80.55491329479769,3,7,pred
10,9.454976303317535,558.6066350710901,87.86255924170617,3,8,pred
11,9.644670050761421,244.45583756345178,92.26497461928933,3,9,pred
12,11.774193548387096,680.266862170088,95.26392961876833,3,10,pred
13,28.888771186440678,1013.8898305084746,114.10911016949153,3,11,pred
14,10.115146147032773,446.65987599645706,120.4207263064659,3,12,pred
15,24.333910034602077,586.219723183391,124.82006920415225,3,13,pred
16,10.081632653061224,418.1200480192077,160.0732292917167,3,128,pred
17,19.05521472392638,697.4621676891616,165.26584867075664,3,16,pred
18,20.61913197519929,18.83436669619132,182.1585473870682,3,17,pred
19,9.800176056338028,399.5607394366197,194.57922535211267,3,18,pred
20,11.187224669603523,694.1035242290749,201.27422907488986,3,21,pred
21,29.37192118226601,914.6293103448276,200.04556650246306,3,20,pred
22,33.849152542372885,646.4254237288136,216.7728813559322,3,24,pred
23,17.864963503649633,832.5182481751825,230.1094890510949,3,159,pred
24,10.1334431630972,355.93904448105434,275.4777594728171,3,160,pred
25,10.056782334384858,1328.9463722397477,274.9211356466877,3,143,pred
26,11.699121027721434,387.8979039891819,306.2474645030426,3,27,pred
27,26.8748984565394,1062.233956133225,319.39805036555646,3,29,pred
28,10.785271317829457,117.02325581395348,334.5503875968992,3,30,pred
29,10.356223175965665,694.6280400572246,336.88125894134475,3,129,pred
30,11.330389610389611,511.5335064935065,363.3974025974026,3,31,pred
31,11.64,601.115,362.415,3,32,pred
32,11.47391304347826,1066.6869565217391,366.2304347826087,3,145,pred
33,10.380952380952381,1268.8051948051948,365.87012987012986,3,161,pred
34,12.462162162162162,1059.3567567567568,367.3810810810811,3,33,pred
35,9.745495495495495,25.076576576576578,394.27252252252254,3,34,pred
36,11.046610169491526,1334.5776836158193,398.316384180791,3,35,pred
37,25.21870286576169,971.2790346907994,451.85671191553547,3,37,pred
38,10.27946127946128,1163.1868686868686,475.5,3,40,pred
39,9.820033955857385,156.29541595925298,486.0458404074703,3,42,pred
40,17.68,370.6864,509.2,3,43,pred
41,11.74718045112782,32.8656015037594,512.1137218045113,3,44,pred
42,15.01423487544484,878.2716488730723,511.97508896797154,3,45,pred
43,9.893569844789358,1230.7050997782706,509.85144124168517,3,162,pred
