Rotated_x,Rotated_y,Rotated_z,label,z,y,x,frame,particle,type,Time_span,pseudo_particle,pseudo_frame
3.5327073608337143,0.5413700425079264,0.619448486006065,1,9.10909090909091,197.62272727272727,14.409090909090908,0,0,pred,50,0_0,0
1.5911994400594334,-1.129393931120032,-0.9836369779502966,1,9.483529411764708,198.8129411764706,17.161176470588234,1,0,pred,50,0_0,1
1.3734709000610432,-1.1566606535160346,-0.932748603929567,1,9.56876456876457,199.0174825174825,17.2016317016317,2,0,pred,50,0_0,2
1.3028641382967583,-1.4567338143858544,-0.8681840132957733,1,9.36065573770492,199.20765027322403,17.34207650273224,3,0,pred,50,0_0,3
1.321849531389346,-1.5087903831989744,-0.46956393250589296,1,9.176789587852497,199.42624728850325,17.058568329718003,4,0,pred,50,0_0,4
0.3705744403980065,-2.117059015991758,-1.4350480733385662,1,9.57933972310969,199.8413205537806,18.427050053248134,5,0,pred,50,0_0,5
0.4380381691613137,-0.2735147619310997,-0.3668280393192552,1,10.572588832487307,199.7482233502538,16.543147208121827,6,0,pred,50,0_0,6
-0.27563643890539924,0.03923802322749293,-0.5040531067293159,1,11.257326007326007,200.1190476190476,16.683150183150182,7,0,pred,50,0_0,7
-0.7720462586975113,0.6893478459276119,-0.14862659375398027,1,11.908340971585702,200.4757103574702,16.188817598533454,8,0,pred,50,0_0,8
-0.8230009924290627,0.6487639274461958,-0.2820993646214314,1,11.951331496786043,200.45638200183652,16.32966023875115,9,0,pred,50,0_0,9
-0.6906080534341407,0.540754459045891,-0.19672357430691131,1,11.766483516483516,200.4368131868132,16.285714285714285,10,0,pred,50,0_0,10
-0.20112212619622022,1.459469106396403,1.6403397775991864,1,11.565905096660808,200.7451669595782,14.206502636203869,11,0,pred,50,0_0,11
-1.1250024211458831,0.19024689271047923,0.22401099818308629,1,11.60603371783496,201.11712511091392,16.28748890860692,12,0,pred,50,0_0,12
-0.7627872094598993,0.2208187194424992,0.14561424675857648,1,11.450980392156865,200.7852049910873,16.223707664884135,13,0,pred,50,0_0,13
-0.5515066754559261,0.6729683285184898,0.7062871772452256,1,11.484347826086957,200.77391304347827,15.47391304347826,14,0,pred,50,0_0,14
-1.0719363075061128,-0.02491641155090194,-0.3147666508616611,1,11.594812164579606,200.85688729874772,16.808586762075134,15,0,pred,50,0_0,15
-1.3776735295089155,0.20853158677481842,0.34179275544494114,1,11.72286995515695,201.3695067264574,16.260986547085203,16,0,pred,50,0_0,16
-0.8456137983640438,0.9226145764389432,1.1040843107312066,1,11.704974271012007,201.1320754716981,15.11320754716981,17,0,pred,50,0_0,17
-0.5233595849671187,0.9915754207500956,1.101252692638093,1,11.576040781648258,200.8589634664401,14.981308411214954,18,0,pred,50,0_0,18
-0.9104105841290608,0.5413700425079269,0.6194484860060662,1,11.61685490877498,201.0477845351868,15.721112076455256,19,0,pred,50,0_0,19
0.1725947666356456,-0.716323524740076,0.0487942615378518,1,11.702317290552584,201.18360071301248,15.954545454545457,20,0,pred,50,0_1,0
0.5741629393173661,-0.7461391030664227,-0.14242171492808745,1,11.846223021582734,201.0791366906475,16.363309352517987,21,0,pred,50,0_1,1
-0.10542516403023292,-0.42867218347708513,0.026950085198503036,1,11.890845070422536,201.17165492957747,15.601232394366198,22,0,pred,50,0_1,2
-1.0225437264798627,0.1716616982700295,0.18051536269642288,1,12.129597197898423,201.26532399299475,14.524518388791591,23,0,pred,50,0_1,3
-0.04480452409107776,0.30749711056809337,0.22678009488613465,1,12.523023457862728,201.5456125108601,15.386620330147698,24,0,pred,50,0_1,4
-0.36155447329677787,0.6062440650597023,-0.04509998657495451,1,12.78241949521323,201.29068755439516,15.024369016536118,25,0,pred,50,0_1,5
0.25511608397969143,0.4204563043199181,-0.17043109763726938,1,12.82716049382716,201.2574955908289,15.678130511463843,26,0,pred,50,0_1,6
0.8767440830851962,0.3518310942408633,0.09633205290159234,2,12.8675,201.625,16.24875,27,0,pred,50,0_1,7
-0.40026220231956416,0.39159312540676644,0.28691119818794364,1,12.47972389991372,201.5478861087144,15.018981880931838,28,0,pred,50,0_1,8
0.45692450534929846,0.28547214555883554,0.3036507942935061,1,12.625874125874128,201.71853146853147,15.853146853146852,29,0,pred,50,0_1,9
0.9190669261532334,0.26422324730995,0.023592416796851298,1,12.82067703568161,201.544373284538,16.326623970722782,30,0,pred,50,0_1,10
0.38967861118811437,0.31469781145502734,-0.03972145481548533,1,12.731903485254692,201.38516532618408,15.823056300268096,31,0,pred,50,0_1,11
0.7061786676518889,0.41289391798364,-0.08883679575490123,1,12.927206551410372,201.42766151046405,16.091901728844405,32,0,pred,50,0_1,12
0.5463560557554561,0.5872346839819226,-0.1329803229954821,1,13.052871467639015,201.3928896991796,15.889699179580674,33,0,pred,50,0_1,13
0.49649572255278407,0.25604316025620977,-0.2578482883426423,1,12.771992818671457,201.18671454219032,15.96947935368043,34,0,pred,50,0_1,14
1.0440770042328682,-0.2777027976507687,-0.12912011845474228,1,12.405967450271248,201.2992766726944,16.64376130198915,35,0,pred,50,0_1,15
0.47513141032764594,-0.5128441188611563,-0.13011444602886707,1,12.027051397655546,201.1244364292155,16.191163210099187,36,0,pred,50,0_1,16
-0.3585799255884417,-0.5234418106500968,-0.05913565371197356,1,11.75588491717524,201.0148212728858,15.40714908456844,37,0,pred,50,0_1,17
-4.1724775223235415,-0.49694266061649484,-0.5021303418338225,1,10.804733727810651,199.801775147929,11.8905325443787,38,0,pred,50,0_1,18
-0.4468792380997454,-0.667782165348902,0.5043139545793554,1,11.436459246275197,201.49780893952672,15.303242769500438,39,0,pred,50,0_1,19
1.3480774557212563,-0.49801293239111405,-0.29041843569333997,2,12.42207792207792,1260.021645021645,26.086580086580085,0,1,pred,64,1_0,0
0.6770752662246309,-0.9216590044779679,-0.024600066368173037,2,12.32762312633833,1259.8351177730192,25.2762312633833,1,1,pred,64,1_0,1
0.9814273232496217,-0.6935829870700027,-0.21940107836700778,2,12.415584415584416,1259.9848484848485,25.666666666666668,2,1,pred,64,1_0,2
1.6264480713532725,-0.541678277119041,-0.14791300969395962,2,12.224358974358974,1259.8974358974358,26.299145299145295,3,1,pred,64,1_0,3
2.4441317642448963,-0.0911888803214927,0.27435253419385136,2,12.139130434782608,1259.408695652174,27.195652173913043,4,1,pred,64,1_0,4
2.1382786182908005,0.20809525787759525,0.5494661916523522,2,12.488584474885844,1259.070776255708,27.04566210045662,5,1,pred,64,1_0,5
1.044529670791932,0.47999975762681146,0.09969800755458397,2,13.330232558139535,1259.4302325581396,26.248837209302327,6,1,pred,64,1_0,6
-0.635555466207085,-0.07193900902469204,0.1909507794104281,2,13.64079822616408,1259.419068736142,24.505543237250556,7,1,pred,64,1_0,7
0.44973392186400823,1.2634154318158388,-0.5373748303980284,3,14.408602150537634,1259.8774193548388,26.146236559139783,8,1,pred,64,1_0,8
-1.0315216945410728,0.4492337297382113,0.04846212753505257,2,14.304054054054054,1259.4414414414414,24.414414414414413,9,1,pred,64,1_0,9
-0.31874101286674594,0.8457257589987321,0.016073324406650755,3,14.310267857142858,1259.40625,25.229910714285715,10,1,pred,64,1_0,10
-1.9086605411198396,-0.41649387179288383,0.40179772302699074,2,13.9119804400978,1259.2567237163814,23.207823960880194,11,1,pred,64,1_0,11
-1.2157223820408292,-0.25609770052622494,-0.044737143177347234,2,13.805104408352667,1259.6751740139212,23.92807424593968,12,1,pred,64,1_0,12
-0.2710345891120906,0.08188324916994574,-0.16464876450513075,4,13.66740576496674,1259.7427937915745,24.92682926829268,13,1,pred,64,1_0,13
-0.3769440726677251,0.20128937711841816,0.17938006534182335,2,13.753950338600452,1259.3792325056434,24.86230248306998,14,1,pred,64,1_0,14
-0.79650839902002,-0.06590295735917336,-0.08479853380741083,2,13.775943396226417,1259.683962264151,24.389150943396228,15,1,pred,64,1_0,15
-1.2462179534578761,-0.2250845980378222,-0.18158379424884522,2,13.87264150943396,1259.801886792453,23.92688679245283,16,1,pred,64,1_0,16
-0.978346359928974,0.10380318972787833,-0.5388918229489196,3,14.095794392523365,1260.088785046729,24.345794392523363,17,1,pred,64,1_0,17
-1.2824257635845895,-0.12489871804418078,0.3258576034379482,2,13.87793427230047,1259.2840375586854,23.901408450704224,18,1,pred,64,1_0,18
-0.6480238571935477,0.2730931840918193,0.1483291226513651,2,13.950819672131148,1259.3887587822014,24.660421545667447,19,1,pred,64,1_0,19
-0.34375303743653296,0.7848761696143067,0.3807245037689503,3,13.991071428571429,1259.4888392857142,24.895089285714285,20,1,pred,64,1_1,0
-0.11749064183035778,1.034574582667634,-0.0510112371263884,3,14.209567198177677,1259.5193621867882,25.39635535307517,21,1,pred,64,1_1,1
-0.06300505801553298,0.7356393071726542,-0.03368956508187986,3,14.404444444444444,1259.5733333333333,25.16888888888889,22,1,pred,64,1_1,2
-0.09789063742398497,-0.6654731498110561,0.7867166240636254,4,14.775175644028105,1259.559718969555,23.58782201405152,23,1,pred,64,1_1,3
0.43622044969965423,0.12673705566791718,-0.18222339490662084,3,15.155844155844155,1259.530303030303,24.893939393939394,24,1,pred,64,1_1,4
0.747253958514809,-0.11033836814998678,-0.050959727472489155,2,15.4421768707483,1259.312925170068,24.691609977324266,25,1,pred,64,1_1,5
0.7084691172760202,0.4310372521031797,-0.5257938787070019,3,15.335456475583864,1259.4543524416135,25.390658174097663,26,1,pred,64,1_1,6
0.05696313943555156,-0.7102094106440081,0.29830875367398907,4,15.13276836158192,1259.776836158192,23.88700564971752,27,1,pred,64,1_1,7
